                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                       01235-4   98.75%     75.00%     83.01%     70.26%  
                       01234-5   95.00%     48.10%     48.72%     -2.22%  
                       0123-45   93.75%     64.72%     62.65%     25.66%  
                       01245-3   82.50%     42.86%     45.21%     -7.88%  
                       0125-34   81.25%     52.67%     50.64%     3.62%   
                       0124-35   77.50%     40.79%     43.66%    -10.57%  
                       012-345   76.25%     48.87%     47.93%     -1.52%  
                       015-234   70.00%     70.24%     67.55%     37.52%  
                       0-12345   68.75%     59.58%     59.01%     18.26%  
                       0145-23   68.75%     68.57%     65.37%     33.69%  
                       05-1234   68.75%     62.50%     61.35%     23.35%  
                       04-1235   67.50%     59.56%     59.25%     18.60%  
                       045-123   67.50%     62.07%     61.31%     23.01%  
                       01-2345   65.00%     65.82%     63.13%     29.41%  
                       0135-24   65.00%     56.34%     56.11%     12.32%  
                       01345-2   63.75%     52.67%     52.45%     5.10%   
                       014-235   63.75%     64.19%     61.07%     25.81%  
                       013-245   60.00%     52.66%     52.38%     5.08%   
                       0134-25   58.75%     49.17%     48.99%     -1.56%  
                       0234-15   53.75%     52.26%     50.99%     4.92%   
                       02345-1   53.75%     51.39%     49.58%     3.14%   
                       03-1245   53.75%     49.76%     48.74%     -0.43%  
                       035-124   53.75%     51.98%     50.33%     3.61%   
                       023-145   52.50%     52.03%     50.52%     4.38%   
                       0235-14   52.50%     51.38%     49.33%     3.08%   
                       034-125   52.50%     49.40%     48.61%     -1.10%  
                       0345-12   52.50%     51.27%     49.97%     2.37%   
                       024-135   46.25%     46.25%     46.04%     -7.56%  
                       0245-13   46.25%     46.00%     45.56%     -8.17%  
                       02-1345   45.00%     45.24%     44.97%     -9.56%  
                       025-134   45.00%     45.22%     44.69%     -9.72%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                       01235-4   98.75%     75.00%     83.01%     70.26%  
                       015-234   70.00%     70.24%     67.55%     37.52%  
                       0145-23   68.75%     68.57%     65.37%     33.69%  
                       01-2345   65.00%     65.82%     63.13%     29.41%  
                       0123-45   93.75%     64.72%     62.65%     25.66%  
                       014-235   63.75%     64.19%     61.07%     25.81%  
                       05-1234   68.75%     62.50%     61.35%     23.35%  
                       045-123   67.50%     62.07%     61.31%     23.01%  
                       0-12345   68.75%     59.58%     59.01%     18.26%  
                       04-1235   67.50%     59.56%     59.25%     18.60%  
                       0135-24   65.00%     56.34%     56.11%     12.32%  
                       01345-2   63.75%     52.67%     52.45%     5.10%   
                       0125-34   81.25%     52.67%     50.64%     3.62%   
                       013-245   60.00%     52.66%     52.38%     5.08%   
                       0234-15   53.75%     52.26%     50.99%     4.92%   
                       023-145   52.50%     52.03%     50.52%     4.38%   
                       035-124   53.75%     51.98%     50.33%     3.61%   
                       02345-1   53.75%     51.39%     49.58%     3.14%   
                       0235-14   52.50%     51.38%     49.33%     3.08%   
                       0345-12   52.50%     51.27%     49.97%     2.37%   
                       03-1245   53.75%     49.76%     48.74%     -0.43%  
                       034-125   52.50%     49.40%     48.61%     -1.10%  
                       0134-25   58.75%     49.17%     48.99%     -1.56%  
                       012-345   76.25%     48.87%     47.93%     -1.52%  
                       01234-5   95.00%     48.10%     48.72%     -2.22%  
                       024-135   46.25%     46.25%     46.04%     -7.56%  
                       0245-13   46.25%     46.00%     45.56%     -8.17%  
                       02-1345   45.00%     45.24%     44.97%     -9.56%  
                       025-134   45.00%     45.22%     44.69%     -9.72%  
                       01245-3   82.50%     42.86%     45.21%     -7.88%  
                       0124-35   77.50%     40.79%     43.66%    -10.57%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                       01235-4   98.75%     75.00%     83.01%     70.26%  
                       015-234   70.00%     70.24%     67.55%     37.52%  
                       0145-23   68.75%     68.57%     65.37%     33.69%  
                       01-2345   65.00%     65.82%     63.13%     29.41%  
                       0123-45   93.75%     64.72%     62.65%     25.66%  
                       05-1234   68.75%     62.50%     61.35%     23.35%  
                       045-123   67.50%     62.07%     61.31%     23.01%  
                       014-235   63.75%     64.19%     61.07%     25.81%  
                       04-1235   67.50%     59.56%     59.25%     18.60%  
                       0-12345   68.75%     59.58%     59.01%     18.26%  
                       0135-24   65.00%     56.34%     56.11%     12.32%  
                       01345-2   63.75%     52.67%     52.45%     5.10%   
                       013-245   60.00%     52.66%     52.38%     5.08%   
                       0234-15   53.75%     52.26%     50.99%     4.92%   
                       0125-34   81.25%     52.67%     50.64%     3.62%   
                       023-145   52.50%     52.03%     50.52%     4.38%   
                       035-124   53.75%     51.98%     50.33%     3.61%   
                       0345-12   52.50%     51.27%     49.97%     2.37%   
                       02345-1   53.75%     51.39%     49.58%     3.14%   
                       0235-14   52.50%     51.38%     49.33%     3.08%   
                       0134-25   58.75%     49.17%     48.99%     -1.56%  
                       03-1245   53.75%     49.76%     48.74%     -0.43%  
                       01234-5   95.00%     48.10%     48.72%     -2.22%  
                       034-125   52.50%     49.40%     48.61%     -1.10%  
                       012-345   76.25%     48.87%     47.93%     -1.52%  
                       024-135   46.25%     46.25%     46.04%     -7.56%  
                       0245-13   46.25%     46.00%     45.56%     -8.17%  
                       01245-3   82.50%     42.86%     45.21%     -7.88%  
                       02-1345   45.00%     45.24%     44.97%     -9.56%  
                       025-134   45.00%     45.22%     44.69%     -9.72%  
                       0124-35   77.50%     40.79%     43.66%    -10.57%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                       01235-4   98.75%     75.00%     83.01%     70.26%  
                       015-234   70.00%     70.24%     67.55%     37.52%  
                       0145-23   68.75%     68.57%     65.37%     33.69%  
                       01-2345   65.00%     65.82%     63.13%     29.41%  
                       014-235   63.75%     64.19%     61.07%     25.81%  
                       0123-45   93.75%     64.72%     62.65%     25.66%  
                       05-1234   68.75%     62.50%     61.35%     23.35%  
                       045-123   67.50%     62.07%     61.31%     23.01%  
                       04-1235   67.50%     59.56%     59.25%     18.60%  
                       0-12345   68.75%     59.58%     59.01%     18.26%  
                       0135-24   65.00%     56.34%     56.11%     12.32%  
                       01345-2   63.75%     52.67%     52.45%     5.10%   
                       013-245   60.00%     52.66%     52.38%     5.08%   
                       0234-15   53.75%     52.26%     50.99%     4.92%   
                       023-145   52.50%     52.03%     50.52%     4.38%   
                       0125-34   81.25%     52.67%     50.64%     3.62%   
                       035-124   53.75%     51.98%     50.33%     3.61%   
                       02345-1   53.75%     51.39%     49.58%     3.14%   
                       0235-14   52.50%     51.38%     49.33%     3.08%   
                       0345-12   52.50%     51.27%     49.97%     2.37%   
                       03-1245   53.75%     49.76%     48.74%     -0.43%  
                       034-125   52.50%     49.40%     48.61%     -1.10%  
                       012-345   76.25%     48.87%     47.93%     -1.52%  
                       0134-25   58.75%     49.17%     48.99%     -1.56%  
                       01234-5   95.00%     48.10%     48.72%     -2.22%  
                       024-135   46.25%     46.25%     46.04%     -7.56%  
