R:A::C:P,0 1,2,3,4 6,5
0 1,0.504424778761062,0.11061946902654868,0.08849557522123894,0.25663716814159293,0.03982300884955752
2,0.3333333333333333,0.16049382716049382,0.09876543209876543,0.3333333333333333,0.07407407407407407
3,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.3181818181818182,0.18181818181818182
4 6,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.5,0.1
5,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.17647058823529413
