R:A::C:P,0 2 6,1 3 4,5
0 2 6,0.4540540540540541,0.40135135135135136,0.1445945945945946
1 3 4,0.44244604316546765,0.4676258992805755,0.08992805755395683
5,0.3958333333333333,0.46875,0.13541666666666666
