R:A::C:P,0,1,2,3,4,5,6,p
0,0.11904761904761904,0.07692307692307693,0.040697674418604654,0.017045454545454544,0.02717391304347826,0.023529411764705882,0.010362694300518135,0.08196721311475409
1,0.3531746031746032,0.4230769230769231,0.22674418604651161,0.17613636363636365,0.266304347826087,0.1411764705882353,0.19689119170984457,0.19672131147540983
2,0.14285714285714285,0.2094017094017094,0.23837209302325582,0.21022727272727273,0.16847826086956522,0.19411764705882353,0.19170984455958548,0.18032786885245902
3,0.06349206349206349,0.04700854700854701,0.0872093023255814,0.08522727272727272,0.07608695652173914,0.07647058823529412,0.06735751295336788,0.08196721311475409
4,0.027777777777777776,0.021367521367521368,0.0872093023255814,0.06818181818181818,0.07608695652173914,0.052941176470588235,0.02072538860103627,0.11475409836065574
5,0.06746031746031746,0.04700854700854701,0.05813953488372093,0.10795454545454546,0.07065217391304347,0.07058823529411765,0.05699481865284974,0.04918032786885246
6,0.1865079365079365,0.14957264957264957,0.22674418604651161,0.3068181818181818,0.27717391304347827,0.3764705882352941,0.43005181347150256,0.29508196721311475
p,0.03968253968253968,0.02564102564102564,0.03488372093023256,0.028409090909090908,0.03804347826086957,0.06470588235294118,0.025906735751295335,0.0
