R:A::C:P,0,1,2 5,3 4 6
0,0.16911764705882354,0.08843537414965986,0.07211538461538461,0.07586206896551724
1,0.4411764705882353,0.47619047619047616,0.2932692307692308,0.30689655172413793
2 5,0.22058823529411764,0.2585034013605442,0.35096153846153844,0.30344827586206896
3 4 6,0.16911764705882354,0.17687074829931973,0.28365384615384615,0.3137931034482759
