R:A::C:P,0,1,2 5,3 4 6
0,0.3150684931506849,0.1780821917808219,0.2054794520547945,0.3013698630136986
1,0.21428571428571427,0.25,0.21785714285714286,0.31785714285714284
2 5,0.13100436681222707,0.16593886462882096,0.31877729257641924,0.38427947598253276
3 4 6,0.11557788944723618,0.1306532663316583,0.2964824120603015,0.457286432160804
