R:A::C:P,0,1,2 5,3 4 6
0,0.029449423815621,0.016645326504481434,0.019206145966709345,0.028169014084507043
1,0.07682458386683738,0.08962868117797695,0.07810499359795134,0.11395646606914213
2 5,0.03841229193341869,0.04865556978233035,0.09346991037131883,0.11267605633802817
3 4 6,0.029449423815621,0.03329065300896287,0.07554417413572344,0.11651728553137004
