R:A::C:P,0,1,2,3,4,5,6,7,p
0,27,18,5,4,4,1,1,6,2
1,38,86,29,17,20,4,2,23,7
2,13,32,26,14,9,6,2,4,5
3,1,9,3,11,2,3,3,2,0
4,1,4,1,6,7,0,3,2,0
5,3,3,3,2,7,5,3,0,0
6,1,5,5,6,9,1,5,5,0
7,0,3,0,0,0,0,0,3,1
p,5,4,6,1,0,2,0,4,0
