R:A::C:P,0,1,2,3,4,5 6
0,0.43243243243243246,0.25675675675675674,0.0945945945945946,0.04054054054054054,0.08108108108108109,0.0945945945945946
1,0.24146981627296588,0.2650918635170604,0.10236220472440945,0.08923884514435695,0.13123359580052493,0.17060367454068243
2,0.14181818181818182,0.18181818181818182,0.14909090909090908,0.14181818181818182,0.12363636363636364,0.26181818181818184
3,0.16666666666666666,0.10784313725490197,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.28431372549019607
4,0.1095890410958904,0.0684931506849315,0.2191780821917808,0.1780821917808219,0.2191780821917808,0.2054794520547945
5 6,0.13552361396303902,0.09856262833675565,0.1026694045174538,0.15195071868583163,0.14168377823408623,0.36960985626283366
