R:A::C:P,0 3,1 6,2,4,5
0 3,0.4268292682926829,0.1951219512195122,0.12195121951219512,0.14634146341463414,0.10975609756097561
1 6,0.3626373626373626,0.3241758241758242,0.13186813186813187,0.14285714285714285,0.038461538461538464
2,0.2222222222222222,0.4074074074074074,0.16049382716049382,0.13580246913580246,0.07407407407407407
4,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.5,0.0
5,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.17647058823529413
