R:A::C:P,0 5,1,2 3 4 6
0 5,0.48,0.1,0.42
1,0.3508771929824561,0.12280701754385964,0.5263157894736842
2 3 4 6,0.20481927710843373,0.12048192771084337,0.6746987951807228
