R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.7407407407407407,0.037037037037037035,0.0,0.14814814814814814,0.07407407407407407,0.0
1,0.3389830508474576,0.0,0.3389830508474576,0.13559322033898305,0.06779661016949153,0.11864406779661017,0.0
2,0.18518518518518517,0.4074074074074074,0.0,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.0
3,0.0,0.0,0.6,0.0,0.2,0.0,0.2
4,0.25,0.0,0.25,0.25,0.0,0.0,0.25
5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
