R:A::C:P,0,1 2,3,4,5 6
0,0.16911764705882354,0.07509881422924901,0.05263157894736842,0.11320754716981132,0.07329842931937172
1 2,0.6102941176470589,0.6561264822134387,0.5789473684210527,0.4528301886792453,0.5235602094240838
3,0.029411764705882353,0.06719367588932806,0.09473684210526316,0.05660377358490566,0.07329842931937172
4,0.051470588235294115,0.039525691699604744,0.042105263157894736,0.0660377358490566,0.05759162303664921
5 6,0.13970588235294118,0.16205533596837945,0.23157894736842105,0.3113207547169811,0.27225130890052357
