R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.8985507246376812,0.6857142857142857,0.8,0.8636363636363636
3,0.028985507246376812,0.11428571428571428,0.03333333333333333,0.06818181818181818
4,0.021739130434782608,0.05714285714285714,0.16666666666666666,0.022727272727272728
5 6,0.050724637681159424,0.14285714285714285,0.0,0.045454545454545456
