R:A::C:P,0 2 6,1 4 5,3
0 2 6,0.47368421052631576,0.4074074074074074,0.4
1 4 5,0.49122807017543857,0.5740740740740741,0.4666666666666667
3,0.03508771929824561,0.018518518518518517,0.13333333333333333
