R:A::C:P,0 5,1 3 4 6,2
0 5,0.3941176470588235,0.5058823529411764,0.1
1 3 4 6,0.29989440337909185,0.5839493136219641,0.11615628299894404
2,0.26545454545454544,0.5854545454545454,0.14909090909090908
