R:A::C:P,0 5,1 3,2,4 6
0 5,0.48,0.2,0.14,0.18
1 3,0.3333333333333333,0.25396825396825395,0.1984126984126984,0.21428571428571427
2,0.2222222222222222,0.2962962962962963,0.18518518518518517,0.2962962962962963
4 6,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.35294117647058826
