R:A::C:P,0 1,2,3,4 5,6
0 1,0.5,0.27380952380952384,0.20786516853932585,0.2388888888888889,0.21212121212121213
2,0.18237704918032788,0.24404761904761904,0.21910112359550563,0.18888888888888888,0.1919191919191919
3,0.05737704918032787,0.08928571428571429,0.08426966292134831,0.08611111111111111,0.06565656565656566
4 5,0.0860655737704918,0.15476190476190477,0.1797752808988764,0.14444444444444443,0.08585858585858586
6,0.17418032786885246,0.23809523809523808,0.3089887640449438,0.3416666666666667,0.4444444444444444
