R:A::C:P,0 2 3 4,1,5 6
0 2 3 4,0.4582392776523702,0.36054421768707484,0.4083769633507853
1,0.3363431151241535,0.47619047619047616,0.3193717277486911
5 6,0.2054176072234763,0.16326530612244897,0.27225130890052357
