R:A::C:P,antag,fool,protag
antag,0.14942528735632185,0.06896551724137931,0.11494252873563218
fool,0.05747126436781609,0.16091954022988506,0.04597701149425287
protag,0.13793103448275862,0.04597701149425287,0.21839080459770116
