R:A::C:P,0,1,2,3 6,4 5
0,0.4857142857142857,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.2571428571428571
1,0.2571428571428571,0.2571428571428571,0.15714285714285714,0.17142857142857143,0.15714285714285714
2,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.38235294117647056,0.14705882352941177
3 6,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222
4 5,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,0.2727272727272727
