R:A::C:P,0 2,1 4,3,5
0 2,0.4318181818181818,0.45454545454545453,0.6363636363636364,0.6666666666666666
1 4,0.5,0.5,0.36363636363636365,0.3333333333333333
3,0.06818181818181818,0.0,0.0,0.0
5,0.0,0.045454545454545456,0.0,0.0
