character,AA,AE,AH,AO,AW,AY,EH,ER,EY,IH,IY,OW,OY,UH,UW
1H4_Falstaff,0.9788945663610443,2.416505847146054,0.10114815460338467,-0.2079499469099837,1.079157985554804,0.8061849460240826,-1.1396267885036846,-1.5142589996484357,-0.2215044331348053,-0.8884137759378303,-0.268240869889009,-0.28834274467080845,0.023490468796199097,0.6798576005757195,-0.9531415796620805
1H4_HenryV,0.5703003760205554,0.84186248987688,0.8470164288151588,0.17428264508757557,1.6318949447474305,0.11399698540060993,0.3762240792770236,-1.3292495871158296,-0.4970809337994222,-0.442094851478598,-0.32452237357738933,-0.320025705015273,0.014597444945731338,-0.33596488153158377,-1.7563505357399378
1H4_Hotspur,0.7094783150903777,-1.108278801812447,0.9542424895963704,-0.10710765587312877,0.12898302510267673,-0.326956857491561,0.13327548672399667,0.08640950072608675,0.17431269999669452,0.37562473787179795,-0.3827209265550429,-0.2294423814375522,-0.40902862520539185,0.30232747385784914,-1.1518157649154024
1H6_Charles,-0.16944028465280364,-0.17069475013428298,0.30302859908744406,0.41673537435445906,2.6759941458233887,-0.2885221196585765,0.2668897745946848,0.46311053846418093,0.030092344439842374,-0.15167032060286811,0.44572042627357666,-0.9057805033619113,0.8843086526418864,-0.7844014400910242,-2.990515541230208
1H6_HenryVI,-1.5741354301630077,-1.5094818733583437,2.2291216040893054,2.5702979113166315,-0.5270058717117648,-1.0548387527108192,1.9685450726356952,0.524038738083646,-0.9648619603498905,-0.6891619359150422,-0.7891397579096345,-1.2498865873517968,1.5173651239762147,-0.4120874437892242,-0.06596909957630265
2H4_ChiefJustice,1.5408734865041662,-0.6860296283450386,1.0421683102262713,2.3787164781083265,-0.7098230513452525,-1.5401036036794644,-0.2472405800160943,-0.4555707320336396,-1.0596950571345567,-0.5027090181708858,-0.3231044400735851,-1.127328270354254,1.02519009478173,0.11638246438687253,1.8026388919452456
2H4_Falstaff,-0.12632244388103542,1.274041404128215,0.6870189007195713,-0.3816989653064409,-0.5388144361340842,-0.4490629763675812,-0.48768280141611614,-0.5763262242225274,-0.5201520497734989,0.47664213873550665,-0.37692051798212717,0.3046763496321178,0.15484306414050047,0.823936534544729,-0.3571192823230445
2H4_HenryV,0.7611364964069877,-0.6183553195700511,0.20644469715397246,0.17447102134392076,0.36205864874832017,0.124900719549169,-0.4441060605311226,-1.246506102896309,-0.8964872829009654,0.2844743944254599,0.2536732072807591,0.18536161081774674,1.254141307155857,-0.24876846992683338,0.17894222906054003
AWW_Bertram,0.337365776522111,-0.45871998465414715,-0.7009530574536839,1.151875817765051,-1.2874266270990506,1.4680423319207672,-1.6075229023742186,0.706255375098291,-0.4207367836488108,0.4358657644854869,-0.34529648534027063,0.3793558733796087,-0.012046748202946543,-1.160124801743681,0.4551665981134685
AWW_Fool,-0.7599950965640165,1.5335822395299865,0.6790501950450277,0.7737069622089731,-1.9420684644489858,-0.4054437500263781,0.27318325393881776,-0.18845870032569642,-0.1296506431957306,-0.1195239403468327,-0.23660996239487578,-0.030833688923860944,-0.7881234935850022,2.6349664341224823,-0.9664359617744444
AWW_Helen,-0.7802523604143786,-0.34401677809639813,-0.08817659115441596,-0.10192367369938068,-0.714833754904201,0.8736001956022729,0.17893130541995755,-0.13716151841212337,-0.496665175820252,1.1369923438499163,-0.5232998191695079,0.3328967443764119,-0.4735103250050772,-0.4503506954020532,-0.12903207659619953
AYL_DukeFrederick,1.7116936276989028,-1.8275428074115367,-0.44145996914660685,-0.7414000299480371,2.556067529332795,-0.6664229791413787,-1.8044003429977955,1.333110891742296,-0.18903414094895138,2.1527581943105876,0.18906415818151598,-3.0316587511752884,-1.367537739456074,-1.024705197384841,0.2866984719118904
AYL_Rosalind,0.4844687097252555,0.5121929387172616,-0.31028580456491545,-0.1306221511301336,-0.3679868597524429,0.018540279353112598,-0.655647075000544,-0.42177518884904147,-0.5026065164416927,-0.20890902354290938,-0.047391257197280885,-0.27038083502966626,-0.7980652537908801,1.9117091051885422,1.4950792980507566
Ado_Beatrice,-0.1897293342033271,0.9279855924726235,-0.09141683959496405,0.008894368670094188,-1.0282749375681184,-0.05302621513859311,0.10149061940102623,-1.8590982594448064,-0.37357170451436406,1.4638966031790894,-0.1516163116345908,-0.2607996507094858,-0.7750810247396237,1.7614279372177468,-0.13272715812812597
Ado_Dogberry,1.8204300416536034,1.1569913220099504,-0.911981995444585,0.6500696932724122,-0.5691537039442506,-1.5666336543552586,0.3555166885047063,0.11693998927440828,1.3265465908443683,0.0959344674632948,-0.7930162316328438,0.04831333403846334,-0.47378351902018834,0.6513849441519256,0.7970291930065698
Ado_DonJohn,-0.35304494613642184,-0.2848616235011147,-1.5267682384454826,-1.2005457819630414,-1.0035845830534376,0.24914253600953112,0.47168735413363033,0.691529299930673,-0.7457172980176081,1.7636186986164641,-0.16252726731480063,0.8806362517614409,-0.8674418710493994,-0.297458388757768,1.6891377373451875
Ant_Antony,0.9208513189845171,-0.09814521706152642,-0.8930513422661615,-0.07808664503821312,0.7514141639586409,0.7359099676400893,0.02682606117484986,-0.0636378014048132,-0.19583869055863057,-0.38928932916167586,0.5820915729941364,0.21981919390741506,0.0434545714051383,-0.04164156924345111,-0.894368204462174
Ant_Octavius,0.19715712386831208,0.3983151304083146,0.8696720934057302,-0.662902480981109,-0.29603276251207195,-1.1353594958005906,-0.7186097270219819,-0.47667955700029174,-0.6653457774516077,0.17064562656351,1.0112846729864127,0.1774075364050445,0.34424292296163234,-0.2968651102451693,0.2165589995935681
Cor_Coriolanus,0.2931670394299638,0.17831248236635996,-0.04114818673798719,-0.5627630048942898,-0.15551658632816823,0.38745086803159934,0.5832461283342805,-0.3489040922172539,0.9859421896788972,-1.1517009202301516,-0.5993937240751915,0.4912049626183406,1.485293812381686,-0.039997949191699446,0.917017666121092
Cor_TRIBUNES.Brutus,0.6574970367715359,-0.21577940467577067,-0.291015554998603,0.4337436408601865,-0.6248266815773096,-3.169555521122226,1.800557089648871,0.46082743706472484,-0.5096864892334972,0.5000944825542627,0.7604793477757048,0.7355426534843341,0.9598013619748831,-0.05855705926575404,1.0931377907352817
Cym_Cloten,0.9013426256704896,-0.06698744474858717,-0.37807347435575267,-0.808591616666146,-0.5944092526964446,0.17673944119295493,-0.4111266993787924,0.9567379807397144,-0.7653541460195004,1.3189996750736026,-0.5129379778972074,0.12369020337632204,0.02464917617500159,-0.018984673121593507,-0.38000627901893275
Cym_Iachimo,0.05390605786461832,-0.0259715030282132,1.004594276036654,0.15845736828235876,-0.7529726168944263,0.08956329782517881,-1.1358680151962341,0.4935437303226609,-0.1986143432453738,0.4239841785820351,-0.18834467444392558,-0.6375070455350956,0.18586524443629332,0.2676327022506501,-1.0183950328171658
Cym_Imogen,0.15934876163699832,0.8297027157780328,-1.325602092384381,0.09236714198966305,-0.14067599323283525,1.0161225437175367,-0.7700726278085532,-0.2269655722918095,-0.19631364096039017,-0.09069422299858636,0.4787562246258245,0.2563288043316986,-0.28282824295094283,1.105514531996664,-0.07805428115377953
Err_AntipholusOfEphesus,-0.6064434432357365,-1.2667137758031028,-1.2490935295587322,0.46692445816721795,1.0430933966178546,1.3705047618342532,-0.9774224293393964,-0.6551155894684147,1.1559724289065023,0.8449777863959206,0.4472425385010841,0.0016481501888864654,-1.367537739456074,-0.5702499098677835,-0.3855576780067934
