R:A::C:P,0,1,2 3,4 5,6
0,0.4666666666666667,0.13333333333333333,0.11666666666666667,0.2,0.08333333333333333
1,0.28313253012048195,0.18674698795180722,0.2289156626506024,0.15060240963855423,0.15060240963855423
2 3,0.10679611650485436,0.17475728155339806,0.2912621359223301,0.2524271844660194,0.17475728155339806
4 5,0.1935483870967742,0.0,0.2903225806451613,0.3548387096774194,0.16129032258064516
6,0.0625,0.125,0.25,0.5,0.0625
