R:A::C:P,0 1,2 3,4 5,6
0 1,0.5,0.2398843930635838,0.2388888888888889,0.21212121212121213
2 3,0.23975409836065573,0.3179190751445087,0.275,0.25757575757575757
4 5,0.0860655737704918,0.1676300578034682,0.14444444444444443,0.08585858585858586
6,0.17418032786885246,0.2745664739884393,0.3416666666666667,0.4444444444444444
