R:A::C:P,0 4,1 3,2,5 6
0 4,0.13963963963963963,0.0970873786407767,0.13690476190476192,0.059782608695652176
1 3,0.3918918918918919,0.3907766990291262,0.32142857142857145,0.2554347826086957
2,0.16441441441441443,0.21601941747572814,0.24404761904761904,0.1956521739130435
5 6,0.30405405405405406,0.2961165048543689,0.2976190476190476,0.4891304347826087
