R:A::C:P,0 1,2 3 4,5 6
0 1,0.46794871794871795,0.38461538461538464,0.14743589743589744
2 3 4,0.22077922077922077,0.5324675324675324,0.24675324675324675
5 6,0.2857142857142857,0.5714285714285714,0.14285714285714285
