R:A::C:P,0 2,1 4 5,3,6
0 2,0.3819444444444444,0.3829787234042553,0.2972972972972973,0.3888888888888889
1 4 5,0.5416666666666666,0.475177304964539,0.5945945945945946,0.5555555555555556
3,0.04861111111111111,0.07092198581560284,0.08108108108108109,0.037037037037037035
6,0.027777777777777776,0.07092198581560284,0.02702702702702703,0.018518518518518517
