R:A::C:P,0 5,1,2 4,3,6
0 5,0.06530089628681178,0.02560819462227913,0.040973111395646605,0.015364916773367477,0.019206145966709345
1,0.11011523687580026,0.08962868117797695,0.07426376440460948,0.03969270166453265,0.04481434058898848
2 4,0.08194622279129321,0.040973111395646605,0.09090909090909091,0.03585147247119078,0.020486555697823303
3,0.015364916773367477,0.010243277848911651,0.019206145966709345,0.011523687580025609,0.0076824583866837385
6,0.03201024327784891,0.02176696542893726,0.046094750320102434,0.019206145966709345,0.02176696542893726
