R:A::C:P,0,1,2,3,4,5,6
0,0.3150684931506849,0.1780821917808219,0.0821917808219178,0.0684931506849315,0.1643835616438356,0.1232876712328767,0.0684931506849315
1,0.21428571428571427,0.25,0.125,0.11071428571428571,0.08214285714285714,0.09285714285714286,0.125
2,0.13372093023255813,0.18023255813953487,0.1744186046511628,0.13953488372093023,0.14534883720930233,0.1511627906976744,0.0755813953488372
3,0.08,0.16,0.18,0.18,0.12,0.16,0.12
4,0.1794871794871795,0.02564102564102564,0.23076923076923078,0.10256410256410256,0.1794871794871795,0.20512820512820512,0.07692307692307693
5,0.12280701754385964,0.12280701754385964,0.08771929824561403,0.12280701754385964,0.15789473684210525,0.21052631578947367,0.17543859649122806
6,0.10909090909090909,0.15454545454545454,0.10909090909090909,0.13636363636363635,0.21818181818181817,0.11818181818181818,0.15454545454545454
