R:A::C:P,0,1,2 6,3 4 5
0,0.16911764705882354,0.08843537414965986,0.05641025641025641,0.0858085808580858
1,0.4411764705882353,0.47619047619047616,0.358974358974359,0.264026402640264
2 6,0.25735294117647056,0.32653061224489793,0.36923076923076925,0.41914191419141916
3 4 5,0.1323529411764706,0.10884353741496598,0.2153846153846154,0.23102310231023102
