R:A::C:P,0,1,2 6,3 4 5
0,0.029449423815621,0.016645326504481434,0.014084507042253521,0.03329065300896287
1,0.07682458386683738,0.08962868117797695,0.08962868117797695,0.10243277848911651
2 6,0.04481434058898848,0.06145966709346991,0.09218950064020487,0.16261203585147246
3 4 5,0.023047375160051217,0.020486555697823303,0.05377720870678617,0.08962868117797695
