R:A::C:P,0,1,2 6,3 4 5
0,0.3150684931506849,0.1780821917808219,0.1506849315068493,0.3561643835616438
1,0.21428571428571427,0.25,0.25,0.2857142857142857
2 6,0.12411347517730496,0.1702127659574468,0.2553191489361702,0.450354609929078
3 4 5,0.1232876712328767,0.1095890410958904,0.2876712328767123,0.4794520547945205
