R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.672566371681416,0.12389380530973451,0.1415929203539823,0.061946902654867256
1,0.7017543859649122,0.12280701754385964,0.11403508771929824,0.06140350877192982
3,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.16666666666666666
5,0.75,0.0,0.25,0.0
