R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.3076923076923077,0.05668016194331984,0.06477732793522267,0.02834008097165992
1,0.32388663967611336,0.05668016194331984,0.05263157894736842,0.02834008097165992
3,0.020242914979757085,0.004048582995951417,0.016194331983805668,0.008097165991902834
5,0.024291497975708502,0.0,0.008097165991902834,0.0
