R:A::C:P,0 3 4,1 5,2 6
0 3 4,0.08979885057471264,0.04669540229885057,0.042385057471264365
1 5,0.16235632183908047,0.10847701149425287,0.07183908045977011
2 6,0.19468390804597702,0.13505747126436782,0.14870689655172414
