R:A::C:P,0 5,1 6,2 3 4
0 5,0.12578616352201258,0.03773584905660377,0.08176100628930817
1 6,0.1509433962264151,0.11320754716981132,0.18867924528301888
2 3 4,0.05660377358490566,0.0440251572327044,0.20125786163522014
