R:A::C:P,0 2,1,3,4 5 6
0 2,0.28199052132701424,0.2948717948717949,0.23595505617977527,0.2132616487455197
1,0.3104265402843602,0.43162393162393164,0.19101123595505617,0.2060931899641577
3,0.07582938388625593,0.04700854700854701,0.08426966292134831,0.07885304659498207
4 5 6,0.33175355450236965,0.2264957264957265,0.4887640449438202,0.5017921146953405
