R:A::C:P,0 2,1,3,4 5 6
0 2,0.08548850574712644,0.04956896551724138,0.03017241379310345,0.08548850574712644
1,0.09410919540229885,0.07255747126436782,0.02442528735632184,0.08261494252873564
3,0.022988505747126436,0.007902298850574713,0.010775862068965518,0.031609195402298854
4 5 6,0.10057471264367816,0.03807471264367816,0.0625,0.20114942528735633
