R:A::C:P,0 2,1,3,4 5 6
0 2,0.34097421203438394,0.1977077363896848,0.12034383954154727,0.34097421203438394
1,0.3438320209973753,0.2650918635170604,0.08923884514435695,0.30183727034120733
3,0.3137254901960784,0.10784313725490197,0.14705882352941177,0.43137254901960786
4 5 6,0.25,0.09464285714285714,0.15535714285714286,0.5
