R:A::C:P,0,1 4,2 3 6,5
0,0.053231939163498096,0.03231939163498099,0.034220532319391636,0.009505703422053232
1 4,0.13307984790874525,0.13688212927756654,0.155893536121673,0.049429657794676805
2 3 6,0.049429657794676805,0.08935361216730038,0.16920152091254753,0.03802281368821293
5,0.011406844106463879,0.015209125475285171,0.022813688212927757,0.0
