name,overall,average,f1,mcc
0-1-23-4-56,0.31537356321839083,0.31561788454660394,0.27411811226667854,0.12104516727557586
0-1-2-34-56,0.29669540229885055,0.31067358368921855,0.26940853627451294,0.11869278206601028
0-1-2-345-6,0.28160919540229884,0.31027678814145965,0.26577495722312505,0.11962624307686238
0-1-23-45-6,0.27514367816091956,0.30441154611792776,0.26465476488816786,0.11267088473269844
0-12-3-4-56,0.34051724137931033,0.30408266815158436,0.2563326823214984,0.1066350680752095
0-1-234-5-6,0.3146551724137931,0.30226764691368374,0.26678524902288003,0.11375600391610101
0-1-2-3-456,0.3369252873563218,0.2987348057139627,0.2633432254866963,0.10758804876940312
0-12-34-5-6,0.30387931034482757,0.2964380082404691,0.2491324117725985,0.10142309286905471
0-123-4-5-6,0.35488505747126436,0.29344724772866304,0.24580918563602686,0.09091756074575218
0-12-3-45-6,0.30028735632183906,0.2928763297229082,0.2468693349429878,0.09826078553233208
01-2-3-4-56,0.3563218390804598,0.28424028146773433,0.27049348430921166,0.11246424474737074
01-23-4-5-6,0.33836206896551724,0.28153992241400444,0.2680027897524773,0.10960465475078152
01-2-34-5-6,0.319683908045977,0.276595621556619,0.26329321376031173,0.10725226954121594
01-2-3-45-6,0.3160919540229885,0.2730339430390581,0.261030136930701,0.10408996220449333
012-3-4-5-6,0.39655172413793105,0.26041199535204196,0.24628647457990221,0.09020002062574736
