R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.6444444444444445,0.11358024691358025,0.18518518518518517,0.056790123456790124
3,0.4411764705882353,0.14705882352941177,0.2647058823529412,0.14705882352941177
4 5,0.4,0.16,0.26,0.18
6,0.3783783783783784,0.08108108108108109,0.32432432432432434,0.21621621621621623
