R:A::C:P,0 2,1 3,4 6,5
0 2,0.3853211009174312,0.375,0.41379310344827586,0.375
1 3,0.5321100917431193,0.5,0.46551724137931033,0.5625
4 6,0.03669724770642202,0.09375,0.10344827586206896,0.0625
5,0.045871559633027525,0.03125,0.017241379310344827,0.0
