R:A::C:P,0 6,1,2,3 4 5
0 6,0.11320754716981132,0.031446540880503145,0.012578616352201259,0.07547169811320754
1,0.11320754716981132,0.11320754716981132,0.06918238993710692,0.14465408805031446
2,0.03773584905660377,0.025157232704402517,0.050314465408805034,0.10062893081761007
3 4 5,0.018867924528301886,0.006289308176100629,0.025157232704402517,0.06289308176100629
