R:A::C:P,0,1 6,2 5,3 4
0,0.022988505747126436,0.015086206896551725,0.008620689655172414,0.00646551724137931
1 6,0.10129310344827586,0.1903735632183908,0.1235632183908046,0.13936781609195403
2 5,0.040229885057471264,0.07974137931034483,0.07040229885057471,0.07614942528735633
3 4,0.017959770114942528,0.02514367816091954,0.040229885057471264,0.042385057471264365
