R:A::C:P,0,1 6,2 5,3 4
0,0.43243243243243246,0.28378378378378377,0.16216216216216217,0.12162162162162163
1 6,0.18264248704663213,0.3432642487046632,0.22279792746113988,0.25129533678756477
2 5,0.1509433962264151,0.2991913746630728,0.2641509433962264,0.2857142857142857
3 4,0.14285714285714285,0.2,0.32,0.33714285714285713
