R:A::C:P,0 1,2,3,4 5,6
0 1,0.8285714285714286,0.52,0.45161290322580644,0.6666666666666666,0.0
2,0.11428571428571428,0.32,0.3548387096774194,0.16666666666666666,0.6666666666666666
3,0.014285714285714285,0.08,0.06451612903225806,0.06666666666666667,0.0
4 5,0.02857142857142857,0.08,0.0967741935483871,0.1,0.3333333333333333
6,0.014285714285714285,0.0,0.03225806451612903,0.0,0.0
