R:A::C:P,0,1 3,2 6,4 5
0,0.022988505747126436,0.015804597701149427,0.00646551724137931,0.007902298850574713
1 3,0.07830459770114942,0.11566091954022989,0.07686781609195402,0.07614942528735633
2 6,0.06321839080459771,0.12931034482758622,0.14870689655172414,0.1372126436781609
4 5,0.017959770114942528,0.035201149425287355,0.03089080459770115,0.03735632183908046
