R:A::C:P,0,1 3,2 6,4 5
0,0.12598425196850394,0.05339805825242718,0.02459016393442623,0.030555555555555555
1 3,0.42913385826771655,0.3907766990291262,0.2923497267759563,0.29444444444444445
2 6,0.3464566929133858,0.4368932038834951,0.5655737704918032,0.5305555555555556
4 5,0.0984251968503937,0.11893203883495146,0.11748633879781421,0.14444444444444443
