R:A::C:P,0 3 6,1 4,2,5
0 3 6,0.1968390804597701,0.10201149425287356,0.04454022988505747,0.0639367816091954
1 4,0.13864942528735633,0.1235632183908046,0.039511494252873564,0.02442528735632184
2,0.08333333333333333,0.0603448275862069,0.029454022988505746,0.02442528735632184
5,0.033764367816091954,0.01867816091954023,0.007183908045977011,0.009339080459770116
