R:C::C:G,0,1,2,3,4,5,6,7
0,8,2,14,7,6,5
1,21,12,40,8,19,14
2,12,8,11,7,11,5
3,2,0,1,4,2,3
4,5,1,1,2,1,1
5,1,1,0,3,2,1
6,0,0,2,2,2,0
7,0,0,3,0,1,0
