R:A::C:P,antag,fool,protag
antag,0.12643678160919541,0.04597701149425287,0.16091954022988506
fool,0.08045977011494253,0.12643678160919541,0.05747126436781609
protag,0.11494252873563218,0.034482758620689655,0.25287356321839083
