R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.47606382978723405,0.07446808510638298,0.10372340425531915,0.1622340425531915
3,0.02127659574468085,0.007978723404255319,0.013297872340425532,0.015957446808510637
4,0.010638297872340425,0.0026595744680851063,0.018617021276595744,0.005319148936170213
5 6,0.031914893617021274,0.013297872340425532,0.015957446808510637,0.026595744680851064
