R:A::C:P,0,1 2 5 6,3 4
0,0.16911764705882354,0.07432432432432433,0.0845771144278607
1 2 5 6,0.75,0.8085585585585585,0.7860696517412935
3 4,0.08088235294117647,0.11711711711711711,0.12935323383084577
