R:A::C:P,0 1,2,3 4 5,6
0 1,0.5362637362637362,0.1010989010989011,0.2703296703296703,0.09230769230769231
2,0.3236363636363636,0.14909090909090908,0.3890909090909091,0.13818181818181818
3 4 5,0.25830258302583026,0.15129151291512916,0.4797047970479705,0.11070110701107011
6,0.21739130434782608,0.10230179028132992,0.45524296675191817,0.22506393861892582
