R:A::C:P,0 1,2,3 4 5,6
0 1,0.1752873563218391,0.033045977011494254,0.08836206896551724,0.03017241379310345
2,0.0639367816091954,0.029454022988505746,0.07686781609195402,0.027298850574712645
3 4 5,0.05028735632183908,0.029454022988505746,0.09339080459770115,0.021551724137931036
6,0.0610632183908046,0.028735632183908046,0.1278735632183908,0.06321839080459771
