R:A::C:P,0 3 4 6,1,2 5
0 3 4 6,0.4032258064516129,0.21212121212121213,0.16129032258064516
1,0.3870967741935484,0.6666666666666666,0.41935483870967744
2 5,0.20967741935483872,0.12121212121212122,0.41935483870967744
