R:A::C:P,0,1,2,3,4 5,6
0,32,19,7,3,11,2
1,92,101,39,34,75,40
2,39,50,41,39,68,38
3,17,11,15,15,31,13
4 5,25,17,26,32,52,17
6,49,36,40,55,123,88
