R:A::C:P,0,1 6,2 4,3 5
0,0.4117647058823529,0.20588235294117646,0.22058823529411764,0.16176470588235295
1 6,0.27756653992395436,0.2509505703422053,0.30038022813688214,0.17110266159695817
2 4,0.14814814814814814,0.2814814814814815,0.28888888888888886,0.2814814814814815
3 5,0.15,0.21666666666666667,0.31666666666666665,0.31666666666666665
