R:A::C:P,0,1 3,2,4,5 6
0,0.4857142857142857,0.2,0.05714285714285714,0.2,0.05714285714285714
1 3,0.23376623376623376,0.42857142857142855,0.16883116883116883,0.1038961038961039,0.06493506493506493
2,0.11764705882352941,0.4411764705882353,0.23529411764705882,0.029411764705882353,0.17647058823529413
4,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0
5 6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666
