R:A::C:P,0,1 4,2 5,3 6
0,0.3939393939393939,0.24444444444444444,0.0967741935483871,0.0
1 4,0.45454545454545453,0.6,0.45161290322580644,0.4117647058823529
2 5,0.15151515151515152,0.13333333333333333,0.41935483870967744,0.35294117647058826
3 6,0.0,0.022222222222222223,0.03225806451612903,0.23529411764705882
