R:A::C:P,0,1 4,2 5,3 6
0,0.48148148148148145,0.4074074074074074,0.1111111111111111,0.0
1 4,0.23809523809523808,0.42857142857142855,0.2222222222222222,0.1111111111111111
2 5,0.16666666666666666,0.2,0.43333333333333335,0.2
3 6,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
