R:A::C:P,antag,fool,other,protag
antag,0.0,0.06896551724137931,0.896551724137931,0.034482758620689655
fool,0.1,0.5,0.25,0.15
other,0.016985138004246284,0.06581740976645435,0.8450106157112527,0.07218683651804671
protag,0.11428571428571428,0.08571428571428572,0.34285714285714286,0.45714285714285713
